questions,classes
Who was Darth Vader 's son ? ~ Who was,HUM
What are the four most widely-used languages in North America ? ~ What are # are the four used languages in,ENTY
What war was fought by the Spanish as far as the Philippines ? ~ You,ENTY
How do you make a million bucks ? ~ How make # make you # make million bucks,DESC
Who invented the process to make condensed milk ? ~ Who invented # invented the process # make condensed milk,HUM
What is the largest city in Connecticut ? ~ What is # is the largest city in,LOC
What is the population of the United States ? ~ What is # is the population of,NUM
What actor and actress have made the most movies ? ~ You # made What actor and actress # made the most movies,HUM
What is the definition of spamming ? ~ What is # is the definition of,DESC
Who found Hawaii ? ~ Who found # found Hawaii,HUM
What does IQ stand for ? ~ You # stand IQ,ABBR
Where can I find free piano scores for popular music ? ~ Where find # find I # find free piano scores for,LOC
When did the American Civil War end ? ~ When end # end the American Civil War,NUM
What country is the largest diamond producer ? ~ You,LOC
How long does it take the moon to revolve around the Earth ? ~ How long # take it # take the moon,NUM
What beer is ` rockin ' America ? '' ~ You,ENTY
What is a fear of women ? ~ What is # is a fear of,ENTY
Who protects DC Comics ' realm of dreams ? ~ Who protects # protects Comics realm of,HUM
What are dinosaur droppings called ? ~ What are # called dinosaur droppings,ENTY
What was the infamous feat of Germany 's U-2 submarine ? ~ What was # was the infamous feat of,DESC
What Homerian epic chronicles events toward the end of the Trojan Wars ? ~ You,ENTY
When did the vesuvius last erupt ? ~ When erupt # erupt the vesuvius,NUM
What is widely used to detect prenatal birth defects ? ~ You # detect prenatal birth defects,ENTY
When did the supercontinent Pangaea break up ? ~ When break # break the supercontinent Pangaea,NUM
What kind of mammal is a colt ? ~ You,ENTY
Who created Harry Lime ? ~ Who created # created Harry Lime,HUM
Why do many Native American students not complete college ? ~ Why complete # complete many American students # complete college,DESC
What color are a cherry tree 's flowers ? ~ You,ENTY
Who was President Cleveland 's wife ? ~ Who was,HUM
What class of animals makes up more than two-thirds of known species ? ~ You # makes What class of # makes two - thirds of,ENTY
What was the name of Sergeant Preston of the Yukon 's lead dog ? ~ What was # was the name of,ENTY
What film featured a snarly character named Kid Shelleen ? ~ You # featured What film # featured a snarly character named # named Kid Shelleen,ENTY
What company named one of its pens `` The Banana '' ? ~ You # named What company # named one of,HUM
What 's the capital of Monaco ? ~ What 's # 's the capital of,LOC
What do Englishmen weigh themselves in ? ~ You # weigh Englishmen # weigh themselves,NUM
How big is the Electoral College ? ~ How big # is the Electoral College,NUM
"What is it that walks on four legs , then on two legs , then on three ? ~ What is # is it # walks that",ENTY
What is the name of the 1919 occurrence in which British troops killed over 3 unarmed Indian protestors ? ~ What is # is the name of # killed British troops # killed 3 unarmed Indian protestors,ENTY
Who invented the Moog Synthesizer ? ~ Who invented # invented the Moog Synthesizer,HUM
Who makes the `` Die Hard '' car battery ? ~ Who makes # Die the # Die car battery,HUM
How long does it take to travel from Tokyo to Niigata ? ~ How long # take it,NUM
What state is the Filenes store located in ? ~ You,LOC
How does a bill become law ? ~ How become # become a bill,DESC
What is the starting salary of a radiographer ? ~ What is # is the starting salary of,NUM
What is a disaccharide ? ~ What is # is a disaccharide,DESC
Colin Powell is most famous for what ? ~ You # is Colin Powell,DESC
What star-faring race brought about the Inhumans on Marvel 's Earth ? ~ You # brought What # brought faring race,ENTY
How do you buy stocks ? ~ How buy # buy you # buy stocks,DESC
What does appropriates money mean ? ~ You # appropriates What # appropriates money,DESC
What is the name of Dolly Parton 's rarely seen husband ? ~ What is # is the name of,HUM
Where is the official `` zero '' of the sea level ? ~ Where is # is the official ` ` zero '' of,LOC
Whose old London come-on was : `` Buy my sweet lavender '' ? ~ You # was Whose old London come - on # Buy my sweet lavender,HUM
How did former WWF wrestler Rick Rude die ? ~ How die # die wrestler Rick Rude,DESC
Who wrote the lyrics to Porgy and Bess ? ~ Who wrote # wrote the lyrics # wrote to Porgy,HUM
What is a `` False Moon '' ? ~ What is # is a ` ` False Moon '',DESC
What 1976 Deep Throat clone provides the leading lady with a second larynx ? ~ You # clone What # clone 1976 Deep Throat # provides the leading lady,ENTY
What line of luggage is named after a famous American flier ? ~ You,ENTY
What is a word whose letters can be rearranged to form a different word ? ~ What is # is a word rearranged # form a different word,ENTY
What chapter of Gone with the Wind has Rhett Butler leaving Scarlett O 'Hara ? ~ You # leaving Rhett Butler # leaving Scarlett # leaving O # leaving ' Hara,NUM
How many American actors were nominated for the best actor Oscar for 1983 ? ~ How many,NUM
"When did Lucelly Garcia , a former ambassador of Columbia to Honduras , die ? ~ When die # die Lucelly Garcia , ambassador",NUM
"In Hemingway 's `` Old Man and the Sea , '' what kind of fish does the old man catch ? ~ You # does what kind of",ENTY
How long was the longest sneezing attack ? ~ How long # was the sneezing attack,NUM
How can I get rich quick ? ~ How get # get I,DESC
How is the word ` qigong ' pronounced ? ~ How pronounced # pronounced qigong,DESC
What program do I need to run a .tbk file ? ~ You # need What program # need I # run a .tbk file,ENTY
What is the seafaring name for the southern tip of South America ? ~ What is # is the seafaring name for,LOC
What two New York Yankee pitchers swapped wives and families ? ~ You # swapped What two Yankee pitchers # swapped wives and families,HUM
What are the 10 plagues of Egypt ? ~ What are # are the 10 plagues of,ENTY
"What is the history of Hot Wheels cars , and how are they produced ? ~ What is # is the history of",DESC
What is the rounded part on the top of a matchbook called ? ~ What is # is the rounded part on,ENTY
When did Nixon visit China ? ~ When visit # visit Nixon # visit China,NUM
What 's the third month of the Gregorian calendar ? ~ What 's # 's the third month of,NUM
What country owns Corsica ? ~ You # owns What country # owns Corsica,LOC
How many queen bees reign in a hive ? ~ How many # reign many queen bees,NUM
"What sport features slotbacks , tailbacks , and touchbacks ? ~ You # features What sport # features slotbacks , tailbacks",ENTY
What meat complemented sweet potatoes and peas in the first TV dinner ? ~ You # meat complemented sweet potatoes and peas in,ENTY
What is RAM in the computer ? ~ What is # is RAM in,ABBR
What is a `` repeating voter '' ? ~ What is # is a ` ` repeating voter,DESC
What are dingoes ? ~ What are,DESC
Where can I find a world atlas map online at no charge ? ~ Where find # find I # find a atlas map online at,LOC
What Leoncavallo opera features a prologue by a clown ? ~ You # features What # features Leoncavallo opera # features a prologue,ENTY
How can I get someone 's email address ? ~ How get # get I # get someone email address,DESC
What chapter of the Bible has the most verses ? ~ You # has What chapter of # has the most verses,NUM
What ocean did the Titanic sink in ? ~ You # did What ocean # did the Titanic sink,LOC
How did P.T. Barnum bill the diminutive Charles S. Stratton ? ~ How bill # bill P.T. Barnum # bill the diminutive Charles S. Stratton,DESC
In what year was the Wall built ? ~ You # built the Wall,NUM
Name one of King Henry VIII 's wives . ~ You # Name one of,HUM
What southwestern state is dubbed The Silver State ? ~ You # dubbed The Silver State,LOC
What are pomegranates ? ~ What are # are pomegranates,DESC
Why do pharmacists work on raised floors ? ~ Why work # work pharmacists,DESC
What does Robin Williams do ? ~ You # do What # do Robin Williams,HUM
What country did the Allies invade in World War II 's Operation Avalanche ? ~ You # invade What country # invade the Allies,LOC
What famed river was Hernando de Soto the first European to see ? ~ You # was What famed river,LOC
What chess outcome results when a player has no legal move ? ~ You # has a player # has no legal move,ENTY
How do they find an epicenter ? ~ How find # find they # find an epicenter,DESC
When was Christ born ? ~ When born,NUM
Where do quality drinks begin ? ~ Where begin # begin quality drinks,LOC
"In order from the top , the four stripes on a can of Pepsi are what colors ? ~ You # are the four stripes on",ENTY
What kind of substance is dextropropoxyphen napsylate ? ~ You,ENTY
Who is the French literary charcter who is chiefly famous for his enormous nose ? ~ Who is # is the French literary charcter is # is who,HUM
What were first used by John L. Sullivan and James J. Corbett in 1892 ? ~ You,ENTY
"What country surrounds San Marino , the world 's smallest Republic ? ~ You # surrounds What country # surrounds San Marino , Republic",LOC
Who killed Martin Luther King ? ~ Who killed # killed Martin Luther King,HUM
Who owns the rights on a TV program ? ~ Who owns # owns the rights on,HUM
What did Cool Hand Luke go to jail for ? ~ You # go What # go Cool Hand Luke,DESC
What was the V-8 Juice slogan : `` the tastebud '' ? ~ What was # was the V-8 Juice slogan : ` ` tastebud '',DESC
What was Mae West 's last film ? ~ What was # was West last film,ENTY
What letter does Gorbachev 's middle name start with ? ~ You # start Gorbachev middle name,ENTY
Who invented Astroturf ? ~ Who invented # invented Astroturf,HUM
What makes you fat ? ~ You # makes What # fat you,DESC
Name a flying mammal . ~ You # Name a flying mammal,ENTY
What season does a hiemal activity normally take place in ? ~ You # take a hiemal activity # take place,NUM
What direction do the best surfing beaches face ? ~ You # do What direction # face the best surfing beaches,LOC
What is the world record for the longest hair ? ~ What is # is the world record for,NUM
What English word contains the most letters ? ~ You # contains What # contains English word # contains the most letters,ENTY
How do I know if I 'm jealous of someone ? ~ How know # know I # ' I,DESC
What Democratic prankster waved the train out of the station while Richard Nixon spoke from the caboose ? ~ You # waved What # waved Democratic prankster # waved the train # spoke Richard Nixon,HUM
How does James Bond like his martinis ? ~ How Bond,DESC
What California bay 's largest island is Angel Island ? ~ What is # is bay largest island,LOC
What was the name of the flight that Fawaz Younis hijacked ? ~ What was # was the name of # hijacked that # hijacked Fawaz Younis,ENTY
What former African leader held his country 's boxing title for nine years ? ~ You # held What former African leader # boxing his country 's # boxing title,HUM
What is a wet dream ? ~ What is # is a wet dream,DESC
"What California bridge was Don Brown the first to cross , on May 27 , 1937 ? ~ What was # was California bridge",LOC
"What camera company said , `` If you haven 't got the time , we 've got the camera ? '' ~ You # said What camera company # haven you # got t # got the time # got we # got the camera",HUM
What happened to Pepsi Clear ? ~ You # happened What,DESC
How much does one ton of cement cost ? ~ How much # does How much # does one ton of,NUM
What is a Mexican hairless ? ~ What is # is a Mexican hairless,DESC
What 2th-century American poet wrote a four-volume biography of Abraham Lincoln ? ~ You # wrote What century American poet # wrote a volume biography of,HUM
Where is the oldest living thing on earth ? ~ Where is # is the oldest living thing on,LOC
What piece of jewelry is pictured on Monopoly 's Luxury Tax space ? ~ You,ENTY
"Who stopped making diary entries on May 31 , 1669 , because he thought he was going blind ? ~ Who stopped # making diary entries # thought he # going he",HUM
What journalist can be found in and around Walden Puddle ? ~ You,HUM
How did Socrates die ? ~ How die # die Socrates,DESC
How many sides does an obelisk have ? ~ How many # does many sides # have an obelisk,NUM
What was Edward Albee 's first full-length play ? ~ What was # was Albee first length play,ENTY
What was lost and regained by poet John Milton ? ~ You,ENTY
What woman pitcher has struck out Ted Williams and Hank Aaron ? ~ You # struck What woman pitcher # struck Ted Williams and Aaron,HUM
How can scientists predict weather by observing clouds ? ~ How predict # predict scientists # predict weather # observing clouds,DESC
What songs were popular in 1948 ? ~ You # were What songs,ENTY
In what year was the cannon invented ? ~ You # invented the cannon,NUM
How many languages does the Pope speak ? ~ How many # speak many languages # speak the Pope,NUM
What bay divides Maryland 's Eastern and Western Shores ? ~ You # divides What bay # divides Maryland Eastern Shores,LOC
"What is the real name of the singer , Madonna ? ~ What is # is the real name of",HUM
"What Frenchman claimed the following ? If God did not exist , it would be necessary to invent him . '' ~ You # did What # did Frenchman # did the not following # did God # to it # '' him",HUM
What color were Ernest Hemingway 's eyes ? ~ You,ENTY
What is the origin of the expression `` four-letter word '' ? ~ What is # is the origin of,DESC
Who was the first woman in space ? ~ Who was # was the first woman in,HUM
What is the only animal that can turn its stomach inside out ? ~ What is # is the only animal turn # turn that # turn its stomach,ENTY
What professional sports league originated the college draft ? ~ You # originated What professional sports league # originated the college draft,HUM
What is the difference between a board of directors and an advisory board ? ~ What is # is the difference between,DESC
Who discovered imaginary numbers ? ~ Who discovered # discovered imaginary numbers,HUM
Who does the voices of the Simpsons ? ~ Who does # does the voices of,HUM
How many feet high is the hurdle in front of a runner 's steeplechase water jump ? ~ How many # is the hurdle in,NUM
What religion has the most members ? ~ You # has What religion # has the most members,ENTY
How many calories are there in a glass of water ? ~ How many # are many calories,NUM
"Who is the richest person in the world , without owning a business ? ~ Who is # is the richest person in # owning a business",HUM
What is SVHS ? ~ What is # is SVHS,ABBR
What is the chemical reactivity of neon ? ~ What is # is the chemical reactivity of,NUM
Where can I find info on Alexander Mackenzie ? ~ Where find # find I # find info on,LOC
What is the cultural origin of the ceremony of potlatch ? ~ What is # is the cultural origin of,DESC
What Georgia town did Scarlett O 'Hara condemn as being full of pushy people ? ~ You # did What # did Georgia town # did Scarlett O ' Hara condemn as,LOC
How many countries watch MTV Europe ? ~ How many # watch many countries # watch MTV Europe,NUM
What is SAP ? ~ What is # is SAP,ABBR
What layer of the atmosphere contains most of the ozone layer ? ~ You # contains What layer of # contains most of,ENTY
What is the airport code for Los Angeles International ? ~ What is # is the airport code for,NUM
"What was the claim to fame of Explorer I , launched February 1 , 1958 ? ~ What was # was the claim to",DESC
"In the song `` Yankee Doodle , '' why did Yankee Doodle stick a feather in his cap and call it macaroni ? ~ You # stick Yankee Doodle # stick a feather # call it # call macaroni",DESC
"What do the letters CE stand for on so many products , particularly electrical , purchased now ? ~ You # stand the letters # stand CE",ABBR
Where did the real St. Nicholas live ? ~ Where live # live the real St. Nicholas,LOC
"Who manufactures the software , `` PhotoShop '' ? ~ Who manufactures # manufactures the software # manufactures ` PhotoShop",HUM
How many eyes does a bat have ? ~ How many # does many eyes # have a bat,NUM
How do you say 2 in Latin ? ~ How say # say you # say 2 in,ENTY
What was Dwight Eisenhower 's favorite card game ? ~ What was # was Eisenhower favorite card game,ENTY
"What is the high pitched sound that you hear in your ear every now and then , but then it goes away , after a while ? ~ What is # is the high pitched sound hear # hear that # hear you # goes it",ENTY
What is the origin of the word nevermind ? ~ What is # nevermind the origin of,DESC
Who was the second man to walk on the moon ? ~ Who was # was the second man walk,HUM
What is power steering ? ~ What is # is power steering,DESC
Where did Dikembe Mutombo go to college ? ~ Where go # go Dikembe Mutombo,LOC
What author was appointed U.S. ambassador to Spain in 1842 ? ~ You # appointed U.S. ambassador to,HUM
What body of water does the Yukon River empty into ? ~ You # empty What body of # empty the Yukon River,LOC
Who is Westview High 's band director in Funky Winkerbean ? ~ Who is,HUM
How does a chick breathe inside an egg ? ~ How breathe,DESC
What is Mark McGwire 's e-mail address ? ~ What is # is e - mail address,LOC
How many maids were milking ? ~ How many # milking many maids,NUM
The Kentucky Horse Park is located near what city ? ~ You,LOC
What is the celtic symbol for `` life '' ? ~ What is # is the celtic symbol for,ENTY
What kind of fruit is a Yellow Transparent ? ~ You,ENTY
What song put James Taylor in the limelight ? ~ You # put What song # put James Taylor,ENTY
"What drink is formed of tequila , orange juice and galliano ? ~ You",ENTY
Name four comic strips about pilots . ~ You # Name four comic strips about,ENTY
What geological time do we live in ? ~ You # live we,NUM
How do you dunk ? ~ How dunk # dunk you,DESC
Where is the massive North Korean nuclear complex located ? ~ Where is # is the massive Korean nuclear complex located,LOC
How do plants make food ? ~ How make # make plants # make food,DESC
Where is Microsoft 's corporate headquarters located ? ~ Where is # located Microsoft corporate headquarters,LOC
How did the Hohenzollerns build their power around 17 ? ~ How build # build the Hohenzollerns # build their power,DESC
When was China 's first nuclear test ? ~ When was # was China first nuclear test,NUM
What is the name given to a group of geese ? ~ What is # is the name given # given to group,ENTY
"Why was Washington , DC originally called District of Columbia ? ~ Why was # was Washington , # called DC # called District of",DESC
How do I find a snowboarding website ? ~ How find # find I # find a snowboarding website,DESC
What singer 's hit song inspired the Dolly Parton Stallone movie Rhinestone ? ~ You # inspired singer hit song # inspired movie Rhinestone,HUM
How much can a person be fined for having a dog on a beach ? ~ How much # having a dog on,NUM
Why do movie and TV stars get paid so much ? ~ Why paid # paid so much,DESC
What is a turnkey contract ? ~ What is # is a turnkey contract,DESC
What are people doing to help prevent the extinction of birds ? ~ You # doing What # doing people # prevent the extinction of,DESC
Why is the mile 528 feet ? ~ Why is # is the mile feet,DESC
What Asian gulf were the destroyers Maddox and C Turner Joy shot up in ? ~ What were # were Asian gulf # shot destroyers Maddox and Joy,LOC
How is carbon dioxide removed from natural gas ? ~ How is # is carbon dioxide removed,DESC
Who is Edmund Kemper ? ~ Who is # is Edmund Kemper,HUM
"What was Mao , the Chinese leader 's , full name ? ~ What was",HUM
When is Dick Clark 's birthday ? ~ When is # is Clark birthday,NUM
"Who is the director of the international group called the Human Genome Organization , HUGO , that is trying to coordinate gene-mapping research worldwide ? ~ Who is # is the director of , # called the Human Genome Organization , HUGO # trying that # coordinate mapping research",HUM
What radio station did Paul Harvey work for ? ~ You # did What radio station # work Paul Harvey,HUM
What character narrates Treasure Island ? ~ You # narrates What character # narrates Treasure Island,HUM
What is the correct way to abbreviate cc. at the bottom of a business letter ? ~ What the # the the bottom correct of way abbreviate letter,ABBR
Who starred with Charlie Chaplin in Modern Times and The Great Dictator ? ~ Who starred,HUM
What seven digits follow the area code in the number for long distance information ? ~ You # follow What # follow seven digits # follow the area code in,NUM
What Catch-22 character is elected mayor of half a dozen Italian cities ? ~ You # elected What # elected mayor of,HUM
"Whom does Uncle Duke 's girl friend , Honey , room with ? ~ You # does Whom # does Duke girl friend , Honey",HUM
"When called upon to surrender , what American general replied , `` Sir , I have not yet begun to fight . '' ? ~ When called # replied what # replied American general # begun I",HUM
When was the bar-code invented ? ~ When was # invented the bar - code,NUM
What has to be produced in a writ of habeas corpus ? ~ You # has What,ENTY
What team did Babe Ruth play his first major league game for ? ~ You # did What team # play Babe Ruth # play his first major league game,HUM
What class is categorized as the bourgeoisie ? ~ You,ENTY
What relative of Leo Tolstoy translated War and Peace eight times ? ~ You,HUM
How does the Nintendo `` Zapper '' work ? ~ How work,DESC
How many cards is each player dealt in Contract Bridge ? ~ How many # dealt many cards # dealt each player,NUM
Who was the second person ever to wear Iron Man 's armor ? ~ Who was # wear Man armor,HUM
What is InterLata Internet service ? ~ What is # is InterLata Internet service,DESC
Who is the director and editor of the movie Big starring Tom Hanks ? ~ Who is # is the director and editor of # starring Tom Hanks,HUM
What is the `` fourth dimension '' ? ~ What is # is the ` ` fourth dimension,DESC
What is the Homelite Inc. home page ? ~ What is # is the Inc. home page,LOC
How old was Stevie Wonder when he signed with Motown Records ? ~ How old # was Stevie Wonder # signed he,NUM
What is `` alternative '' anymore ? ~ You # is What,DESC
Why do they call a hamburger a hamburger when there is no ham ? ~ Why call # call they # call a hamburger # call a hamburger,DESC
Who won two gold medals in skiing in the Olympic Games in Calgary ? ~ Who won # won two gold medals,HUM
What year was the Avery Dennison company founded ? ~ You # founded the Dennison company,NUM
Where does the U.S. rank among world countries in area ? ~ Where rank,NUM
What are the four railways in Monopoly ? ~ What are # are the four railways in,HUM
What are the names of all the seas in the world and what ocean do they drain into ? ~ What are # are the names of and # drain they,LOC
What does BMW stand for ? ~ You # stand BMW,ABBR
Name the highest mountain . ~ You # Name the highest mountain,LOC
What is a biologist ? ~ What is # is a biologist,DESC
What revelation did Alexander Butterfield make to the Senate Watergate committee ? ~ You # make What revelation # make Alexander Butterfield,DESC
What island is home to statues called Mauis ? ~ You # is What island # called Mauis,LOC
What is a fear of black people ? ~ What is # is a fear of,ENTY
What 's the most extensively grown and eaten food ? ~ What 's # eaten food,ENTY
What was the worst hurricane ? ~ What was # was the worst hurricane,ENTY
How can I get started in writing for television ? ~ How started,DESC
Where was Pythagoras born ? ~ Where born,LOC
What 1927 silent film received an international revival in 1981 ? ~ You # received What # received 1927 silent film # received an international revival,ENTY
What is the price for AAA 's liability auto insurance ? ~ What is # is the price for,NUM
What is LMDS ? ~ What is # is LMDS,ABBR
Who are the top ten richest people in the world ? ~ Who are # are the top ten richest people in,HUM
Who is the leader of Brunei ? ~ Who is # is the leader of,HUM
What is the capital of Italy ? ~ What is # is the capital of,LOC
What game does Garry Kasparov play ? ~ You # does What game # play Garry Kasparov,ENTY
How do you get a pointsettia to turn red ? ~ How get # get you # get a pointsettia,DESC
What is kept in Fort Knox that is so valuable ? ~ You # is that,ENTY
What is the greatest hiking Web site ? ~ What is # is the greatest hiking Web site,LOC
"What is the population of Arcadia , Florida ? ~ What is # is the population of",NUM
What Stephen King novel is set in a graveyard for pets ? ~ You # set What,ENTY
Who were the head writers for the Smothers Brothers Comedy Hour ? ~ Who were # were head writers for,HUM
Who portrayed Prewett in From Here to Eternity ? ~ Who portrayed # portrayed Prewett,HUM
What was the sequel to The Pink Panther ? ~ What was # was the sequel to,ENTY
How many people live in cities ? ~ How many # live many people,NUM
How high must a mountain be to be called a mountain ? ~ How high # be a mountain # called a mountain,NUM
What Scottish poet penned To a Mouse and To a Louse ? ~ You # penned What Scottish poet,HUM
What is the name of the inventor of silly putty ? ~ What is # is the name of,HUM
What ocean surrounds the Madeira Islands ? ~ You # surrounds What ocean # surrounds the Madeira Islands,LOC
What famous communist leader died in Mexico City ? ~ You # died What famous communist leader,HUM
What was John Steinbeck 's travelling companion Charley ? ~ What was # was Steinbeck travelling companion Charley,ENTY
What are the capital cities of the two large countries that occupy the Iberian peninsula in Europe ? ~ What are # are the capital cities of # occupy that # occupy the Iberian peninsula,LOC
How many mines can still be found in the Falklands after the war ended ? ~ How many # ended the war,NUM
How can I get in touch with Michael Moore of `` Roger & Me '' ? ~ How get # get I,DESC
How is ` qigong ' properly pronounced ? ~ How pronounced,DESC
How many gallons of water go over Niagra Falls every second ? ~ How many # go many gallons of,NUM
What turns blue litmus paper red ? ~ You # turns What # turns litmus paper red,ENTY
Who was the first woman to run the mile in less than 4 36893 minutes ? ~ Who was # was the first woman run # run the mile,HUM
How many copies of an album must be sold for it to be a gold album ? ~ How many # be it,NUM
What is `` the soft drink for adults '' ? ~ You # is What # is the soft drink for,ENTY
What is the only vegetable that starts with `` z '' ? ~ What is # is the only vegetable starts # starts that,ENTY
What is a fear of machinery ? ~ What is # is a fear of,ENTY
Who awarded The Flying Fickle Finger of Fate ? ~ Who awarded # awarded The Flying Fickle Finger of,HUM
"In Sinclair Lewis ' `` Main Street , '' what was the name of the typical American town ? ~ You # was the name of",LOC
What hide-and-seek game is played around a tin can ? ~ You,ENTY
What is the largest city in Texas ? ~ What is # is the largest city in,LOC
"What future deer hunter portrayed Annie Hall 's neurotic brother , Duane ? ~ You # portrayed What future deer hunter # portrayed Hall neurotic brother , Duane",HUM
What drink is the best thirst-quencher ? ~ You,ENTY
Where can I get a map of Prussia on the Internet ? ~ Where get # get I # get a map of on,LOC
What was the longest war in U.S. history ? ~ What was # was the longest war in,ENTY
What is a `` node '' in computer terms ? ~ What is # is a ` ` node '' in,DESC
What are the five richest countries in the world ? ~ What are # are the five richest countries in,LOC
Where is McCarren Airport ? ~ Where is # is McCarren Airport,LOC
What are the top boy names in the U.S. ? ~ What are # are the top boy names in,HUM
How many tiles did the Space Shuttle Columbia lose on its second flight ? ~ How many # did many tiles # lose the Space Shuttle Columbia,NUM
How many teaspoons make up a tablespoon ? ~ How many # make many teaspoons # make a tablespoon,NUM
Who was the lyricist and who was the composer between Gilbert and Sullivan ? ~ Who was # was who,HUM
Who was the lawyer for Randy Craft ? ~ Who was # was the lawyer for,HUM
What is the origin of the word Marijuana ? ~ What is # is the origin of,DESC
Who was the 3rd president of the United States ? ~ Who was,HUM
What organ contains the islands of Langerhans ? ~ You # contains What organ # contains the islands of,ENTY
Name Dick Tracy 's two children . ~ You,HUM
What is a fear of points ? ~ What is # is a fear of,ENTY
What fraction of a beaver 's life is spent swimming ? ~ You,NUM
How can SQL queries be improved ? ~ How improved,DESC
What is the most radioactive food ? ~ What is # is the radioactive food,ENTY
What was the previous name for the Commonwealth ? ~ What was # was the previous name for,HUM
How much will gas be taxed in California by the year 2000 ? ~ How much,NUM
Who gave King Arthur the round table ? ~ Who gave # gave King Arthur # gave the round table,HUM
What state in the United States covers the largest area ? ~ You # covers What state in # covers the largest area,LOC
How do you make a computer chip ? ~ How make # make you # make a computer chip,DESC
Who became president of the U.S. in 1789 ? ~ Who became,HUM
Who wrote `` The Scarlet Letter '' ? ~ Who wrote # wrote The Scarlet Letter '',HUM
Who did Sara Jane Moore try to assassinate ? ~ Who assassinate # try Sara Jane Moore,HUM
What is Linux ? ~ What is # is Linux,DESC
How many dots make up the symbol for `` because '' ? ~ How many # make many dots # make the symbol,NUM
What title did Shevardnadze have during the Soviet era ? ~ You # have What title # have Shevardnadze,HUM
What did the pyramid-builders of Egypt mainly eat ? ~ You # eat What # eat the pyramid - builders of,ENTY
What 's the international radio code word for the letter F ? ~ What 's # 's the international code word for,ENTY
What are the 28 tenses in the English language ? ~ What are # are the 28 tenses in,ENTY
Which king signed the Magna Carta ? ~ You # signed Which king # signed the Magna Carta,HUM
What software offers inventors use of CAD-like design ? ~ You # offers What software # offers inventors use of,ENTY
What is agent orange ? ~ What is,DESC
Name the child left on a doorstep at the beginning of Gasoline Alley . ~ You # Name the child,HUM
How many zip codes are there in the U.S. ? ~ How many # are many zip codes,NUM
"In Beetle Bailey , can you name Sarge 's dog ? ~ You # name you # name Sarge dog",ENTY
Why shouldn 't you remove a bee stinger with tweezers ? ~ Why shouldn # remove you # remove a bee stinger,DESC
Which college did Dikembe Mutombo play basketball for ? ~ You # did Which college # play Dikembe Mutombo # play basketball,HUM
Why did Europeans first come to Australia and Oceania ? ~ Why come # come Europeans,DESC
What did the Confederate Constitution say about slavery ? ~ You # say What # say the Confederate Constitution,DESC
How long does it take the Milky Way Galaxy to make one revolution ? ~ How long # take it # take the Way Galaxy # make one revolution,NUM
How many people own pets ? ~ How many # own many people # own pets,NUM
What web sites are linked to the Report on Genesis Eldercare ? ~ You,LOC
What is a fear of lice ? ~ What is # is a fear of,ENTY
How long does it take different materials to decompose ? ~ How long # take it # take different materials,NUM
How many colors are there in a rainbow ? ~ How many # are many colors,NUM
What was Darth Vader 's son named ? ~ What was,HUM
What problems contributed to the high failure rate of Plains farmers in the 1800s ? ~ You # contributed What problems,DESC
What British female pop singing star of the 1960s and early 1970s was a child actress in the 1940s and '50s ? ~ You # was What British pop singing star of and 1970s,HUM
Where is McCarren Airport located ? ~ Where located # located McCarren Airport,LOC
How effective are condoms in protecting against AIDS ? ~ How effective # are condoms in,DESC
"What part of Britain comprises the Highlands , Central Lowlands , and Southern Uplands ? ~ You # comprises What part of # comprises the Highlands , Lowlands",LOC
How many Marx Brothers were there ? ~ How many # were many Marx Brothers,NUM
How tall is the Matterhorn ? ~ How tall # is the Matterhorn,NUM
What country is proud to claim Volcano National Park ? ~ You # is What country # claim Volcano National Park,LOC
When was Babe Ruth born ? ~ When was # born Babe Ruth,NUM
Who portrayed Field Marshal Erwin Rommel in The Desert Fox ? ~ Who portrayed # portrayed Marshal Erwin Rommel in,HUM
What TV quiz show left the air in 1975 to the tune of Vera Lynn 's We 'll Meet Again ? ~ You # left What quiz show # left the air # Meet Lynn We,ENTY
What direction do most baseball pitchers pitch toward ? ~ You # do What direction # pitch most baseball pitchers,LOC
How many Beanie Baby sites are there ? ~ How many # are many Baby sites,NUM
How can I call a friend in another country when I do not know the telephone number ? ~ How call # call I # call a friend in # know I # know the telephone number,DESC
What is 55 times sweeter than cane sugar ? ~ What is,ENTY
Where are diamonds mined ? ~ Where mined,LOC
How do they get Teflon to stick to the pan ? ~ How get # get they # stick Teflon,DESC
How much money did the Marcos steal from their country ? ~ How much # steal much money # steal the Marcos,NUM
Who makes the `` cross-your-heart bra '' ? ~ Who makes # makes the ` ` cross - heart bra,HUM
Who is Archie Bunker 's son-in-law ? ~ Who is,HUM
What company produces Spumante ? ~ You # produces What company # produces Spumante,HUM
What is the origin of music ? ~ What is # is the origin of,DESC
What does `` B.Y.O.B. '' mean ? ~ You # mean What B.Y.O.B.,ABBR
What major airline has the best safety record in the world ? ~ You # has What major airline # has the best safety record in,HUM
What President became Chief Justice after his presidency ? ~ You # became What # became President,HUM
How many innings constitute an official baseball game ? ~ How many # constitute many innings # constitute an official baseball game,NUM
What city has a newspaper called The Plain Dealer ? ~ You # has What city # has a newspaper called # called The Plain Dealer,LOC
What U.S. state boasts Leif Ericson Park ? ~ You # boasts What # boasts U.S. state # boasts Leif Ericson Park,LOC
