questions,classes
What is the celtic symbol for `` life '' ?,ENTY
What kind of fruit is a Yellow Transparent ?,ENTY
What song put PERSON in the limelight ?,ENTY
"What drink is formed of tequila , orange juice and galliano ?",ENTY
Name CARDINAL comic strips about pilots .,ENTY
What geological time do we live in ?,NUM
How do you dunk ?,DESC
Where is the massive NORP nuclear complex located ?,LOC
How do plants make food ?,DESC
Where is ORG 's corporate headquarters located ?,LOC
How did the PERSON build their power around CARDINAL ?,DESC
When was GPE 's ORDINAL nuclear test ?,NUM
What is the name given to a group of NORP ?,ENTY
"Why was GPE , DC originally called District of Columbia ?",DESC
How do I find a snowboarding website ?,DESC
What singer 's hit song inspired ORG movie Rhinestone ?,HUM
How much can a person be fined for having a dog on a beach ?,NUM
Why do movie and TV stars get paid so much ?,DESC
What is a turnkey contract ?,DESC
What are people doing to help prevent the extinction of birds ?,DESC
Why is the mile QUANTITY ?,DESC
What NORP gulf were the destroyers Maddox and C Turner PERSON shot up in ?,LOC
How is carbon dioxide removed from natural gas ?,DESC
Who is PERSON ?,HUM
"What was PERSON , the NORP leader 's , full name ?",HUM
When is PERSON birthday ?,NUM
"Who is the director of the international group called ORG , EVENT , that is trying to coordinate gene-mapping research worldwide ?",HUM
What radio station did PERSON work for ?,HUM
What character narrates LOC ?,HUM
What is the correct way to abbreviate cc. at the bottom of a business letter ?,ABBR
Who starred with PERSON in ORG and WORK_OF_ART ?,HUM
What CARDINAL digits follow the area code in the number for long distance information ?,NUM
What Catch-22 character is elected mayor of CARDINAL NORP cities ?,HUM
"Whom does PERSON girl friend , ORG , room with ?",HUM
"When called upon to surrender , what NORP general replied , `` Sir , I have not yet begun to fight . '' ?",HUM
When was the bar-code invented ?,NUM
What has to be produced in a writ of habeas corpus ?,ENTY
What team did PERSON play his ORDINAL major league game for ?,HUM
What class is categorized as the bourgeoisie ?,ENTY
What relative of ORG translated War and Peace CARDINAL times ?,HUM
How does the ORG `` Zapper '' work ?,DESC
How many cards is each player dealt in Contract Bridge ?,NUM
Who was the ORDINAL person ever to wear PERSON armor ?,HUM
What is InterLata Internet service ?,DESC
Who is the director and editor of the movie Big starring PERSON ?,HUM
What is the `` ORDINAL dimension '' ?,DESC
What is the ORG home page ?,LOC
How old was PERSON when he signed with ORG ?,NUM
What is `` alternative '' anymore ?,DESC
Why do they call a hamburger a hamburger when there is no ham ?,DESC
Who won CARDINAL gold medals in skiing in EVENT in GPE ?,HUM
What year was ORG company founded ?,NUM
Where does the GPE rank among world countries in area ?,NUM
What are the CARDINAL railways in GPE ?,HUM
What are the names of all the seas in the world and what ocean do they drain into ?,LOC
What does ORG stand for ?,ABBR
Name the highest mountain .,LOC
What is a biologist ?,DESC
What revelation did PERSON make to ORG committee ?,DESC
What island is home to statues called PERSON ?,LOC
What is a fear of black people ?,ENTY
What 's the most extensively grown and eaten food ?,ENTY
What was the worst hurricane ?,ENTY
How can I get started in writing for television ?,DESC
Where was Pythagoras born ?,LOC
What DATE silent film received an international revival in 1981 ?,ENTY
What is the price for ORG 's liability auto insurance ?,NUM
What is ORG ?,ABBR
Who are the top CARDINAL richest people in the world ?,HUM
Who is the leader of GPE ?,HUM
What is the capital of GPE ?,LOC
What game does PERSON play ?,ENTY
How do you get a pointsettia to turn red ?,DESC
What is kept in GPE that is so valuable ?,ENTY
What is the greatest hiking Web site ?,LOC
"What is the population of GPE , Florida ?",NUM
What PERSON novel is set in a graveyard for pets ?,ENTY
Who were the head writers for the ORG ?,HUM
Who portrayed PERSON in From Here to Eternity ?,HUM
What was the sequel to WORK_OF_ART ?,ENTY
How many people live in cities ?,NUM
How high must a mountain be to be called a mountain ?,NUM
What NORP poet penned To a PERSON and To a Louse ?,HUM
What is the name of the inventor of silly putty ?,HUM
What ocean surrounds GPE ?,LOC
What famous NORP leader died in GPE ?,HUM
What was PERSON travelling companion Charley ?,ENTY
What are the capital cities of the CARDINAL large countries that occupy the NORP peninsula in LOC ?,LOC
How many mines can still be found in the ORG after the war ended ?,NUM
How can I get in touch with PERSON of `` WORK_OF_ART ?,DESC
How is ` qigong ' properly pronounced ?,DESC
How many gallons of water go over PERSON every second ?,NUM
What turns blue litmus paper red ?,ENTY
Who was the ORDINAL woman to run the mile in DATE ?,HUM
How many copies of an album must be sold for it to be a gold album ?,NUM
What is `` the soft drink for adults '' ?,ENTY
What is the only vegetable that starts with `` z '' ?,ENTY
What is a fear of machinery ?,ENTY
Who awarded WORK_OF_ART ?,HUM
"In Sinclair Lewis ' `` WORK_OF_ART , '' what was the name of the typical NORP town ?",LOC
What hide-and-seek game is played around a tin can ?,ENTY
What is the largest city in GPE ?,LOC
"What future deer hunter portrayed PERSON neurotic brother , Duane ?",HUM
What drink is the best thirst-quencher ?,ENTY
Where can I get a map of GPE on the Internet ?,LOC
What was the longest war in GPE history ?,ENTY
What is a `` node '' in computer terms ?,DESC
What are the CARDINAL richest countries in the world ?,LOC
Where is FAC ?,LOC
What are the top boy names in the GPE ?,HUM
How many tiles did ORG lose on its ORDINAL flight ?,NUM
How many teaspoons make up a tablespoon ?,NUM
Who was the lyricist and who was the composer between PERSON and Sullivan ?,HUM
Who was the lawyer for PERSON ?,HUM
What is the origin of the word PERSON ?,DESC
Who was the ORDINAL president of GPE ?,HUM
What organ contains the islands of NORP ?,ENTY
Name PERSON CARDINAL children .,HUM
What is a fear of points ?,ENTY
What fraction of a beaver 's life is spent swimming ?,NUM
How can ORG queries be improved ?,DESC
What is the most radioactive food ?,ENTY
What was the previous name for the ORG ?,HUM
How much will gas be taxed in GPE by DATE ?,NUM
Who gave King PERSON the round table ?,HUM
What state in GPE covers the largest area ?,LOC
How do you make a computer chip ?,DESC
Who became president of the GPE in DATE ?,HUM
Who wrote `` WORK_OF_ART ?,HUM
Who did PERSON try to assassinate ?,HUM
What is PERSON ?,DESC
How many dots make up the symbol for `` because '' ?,NUM
What title did PERSON have during the NORP era ?,HUM
What did the pyramid-builders of GPE mainly eat ?,ENTY
What 's the international radio code word for the letter PRODUCT ?,ENTY
What are the CARDINAL tenses in the LANGUAGE language ?,ENTY
Which king signed FAC ?,HUM
What software offers inventors use of ORG-like design ?,ENTY
What is agent orange ?,DESC
Name the child left on a doorstep at the beginning of ORG .,HUM
How many zip codes are there in the GPE ?,NUM
"In FAC , can you name PERSON 's dog ?",ENTY
Why shouldn 't you remove a bee stinger with tweezers ?,DESC
Which college did PERSON play basketball for ?,HUM
Why did NORP ORDINAL come to GPE and LOC ?,DESC
What did LAW say about slavery ?,DESC
How long does it take the Milky Way Galaxy to make one revolution ?,NUM
How many people own pets ?,NUM
What web sites are linked to ORG ?,LOC
What is a fear of lice ?,ENTY
How long does it take different materials to decompose ?,NUM
How many colors are there in a rainbow ?,NUM
What was PERSON son named ?,HUM
What problems contributed to the high failure rate of NORP farmers in DATE ?,DESC
What NORP female pop singing star of DATE and early 1970s was a child actress in the 1940s and '50s ?,HUM
Where is FAC located ?,LOC
How effective are condoms in protecting against AIDS ?,DESC
"What part of GPE comprises the Highlands , LOC , and Southern Uplands ?",LOC
How many ORG were there ?,NUM
How tall is the GPE ?,NUM
What country is proud to claim ORG ?,LOC
When was PERSON born ?,NUM
Who portrayed Field Marshal PERSON in The Desert Fox ?,HUM
What TV quiz show left the air in DATE to the tune of ORG We 'll Meet Again ?,ENTY
What direction do most baseball pitchers pitch toward ?,LOC
How many PRODUCT sites are there ?,NUM
How can I call a friend in another country when I do not know the telephone number ?,DESC
What is CARDINAL times sweeter than cane sugar ?,ENTY
Where are diamonds mined ?,LOC
How do they get PRODUCT to stick to the pan ?,DESC
How much money did the PERSON steal from their country ?,NUM
Who makes the `` cross-your-heart bra '' ?,HUM
Who is PERSON son-in-law ?,HUM
What company produces PERSON ?,HUM
What is the origin of music ?,DESC
What does `` GPE '' mean ?,ABBR
What major airline has the best safety record in the world ?,HUM
What President became Chief Justice after his presidency ?,HUM
How many innings constitute an official baseball game ?,NUM
What city has a newspaper called ORG ?,LOC
What GPE state boasts PERSON ?,LOC
How many flavors does ORG offer ?,NUM
Who was chief engineer of ORG ?,HUM
How does crosstalk relate to ORG thickness in infrared detectors ?,DESC
What mayor made so many TV appearances he was asked to join PERSON in DATE ?,HUM
Which type of submarine was bought recently by GPE ?,ENTY
How much in miles is a CARDINAL K run ?,NUM
When was PERSON born ?,NUM
Who is the most sexy celebrity ?,HUM
What detective lives on GPE and has CARDINAL children ?,HUM
Where did the ukulele originate ?,LOC
Rotary engines used to be made by whom ?,HUM
What does seccession mean ?,DESC
Who portrayed the title character in the film WORK_OF_ART ?,HUM
What is the name of the gulf between GPE and Finland ?,LOC
Who was the ORDINAL X-Man to die in battle ?,HUM
What will the weather be DATE ?,DESC
Who is the President of GPE ?,HUM
Which sex is denied voting rights in GPE ?,ENTY
What CARDINAL countries is PRODUCT nestled between ?,LOC
How long ago was the LAW vs. PERSON decision by ORG ?,NUM
What terrorist group was headed by PERSON ?,HUM
What are the CARDINAL largest mountain ranges in the continental GPE ?,LOC
What is the size of the student body at ORG in GPE ?,NUM
How can I determine the radius of an ellipse ?,DESC
Who starred in the movie WORK_OF_ART ?,HUM
How many different kinds of ice cream are there ?,NUM
"What actor , who had greatest fame on TV , became the father of triplets ?",HUM
What is the ORG home page ?,LOC
What is FAC ?,DESC
What is a movie that PERSON made about Sioux NORP ?,ENTY
What were CARDINAL of kids wearing on their heads in DATE ?,ENTY
How does color affect a person psychologically ?,DESC
What is ORG phone number ?,NUM
What type of animal is the easiest kept pet there is ?,ENTY
What is sound ?,DESC
"What was the name of the horse that fell on PERSON , Prince Albert 's wife ?",ENTY
What are the current immigration laws in GPE ?,DESC
What were the CARDINAL opening words on PERSON ?,ENTY
Why does it say on children 's cough syrup not to drive while using this medication ?,DESC
What hair color can I use to just cover a little gray ?,ENTY
Where was ORG born ?,LOC
What does PERSON do for a living ?,HUM
Who shot PERSON ?,HUM
When did ORG die ?,NUM
What blood sport features a movement called a veronica ?,ENTY
What was spawned the term `` MiG Alley '' ?,ENTY
What 's the most common street name in GPE ?,LOC
What is the difference between khaki and PERSON ?,DESC
What is the origin of infinity ?,DESC
What alloy do copper and tin form ?,ENTY
What plants are found in an estuary ?,ENTY
What are the side effects of mevacor ?,DESC
What are the top CARDINAL tallest buildings in the world ?,LOC
PERSON is best known for what achievement ?,DESC
What was the name of the computer in DATE : A Space Odyssey ' ?,ENTY
Who portrayed Renaud in GPE ?,HUM
What country has problems with hooligans ?,LOC
What planet did PERSON discover ?,LOC
How often are brain cells replaced ?,NUM
How much did ORG spend on advertising in DATE ?,NUM
What kind of rocket launched the PERSON spacecraft ?,ENTY
What country contains the westernmost point in LOC ?,LOC
What did Abolitionists try to end ?,ENTY
What 's the NORP dollar equivalent for QUANTITY in the GPE ?,NUM
Why should cigarette smoking be banned ?,DESC
What year did PERSON die ?,NUM
What PERSON novel was originally titled Tenderness ?,ENTY
What rock group raised a ruckus at FAC by singing ORG ?,HUM
What is a fear of TIME or darkness ?,ENTY
What is the origin of the rock band PERSON name ?,DESC
How was PERSON,DESC
How do I know if I am pregnant ?,DESC
When did the last NORP leave GPE ?,NUM
What famed clown appeared on an early Howdy Doody Show and insisted that ORG be made up as a real clown ?,HUM
"What group was formed in DATE after police met resistance from patrons at the PERSON , a GPE gay bar ?",HUM
Who was PERSON ?,HUM
What snack food has ridges ?,ENTY
What 's the most popular CARDINAL-player game of all time ?,ENTY
What 's the meaning of the name PERSON ?,DESC
How many people died when the GPE sank in DATE ?,NUM
What LOC town is named after a character made famous by PERSON ?,LOC
How many colors are there in a rainbow ?,NUM
What is the habitat of the chickadee ?,LOC
What drug is often used to treat AIDS patients ?,ENTY
Which of the CARDINAL senses develops ORDINAL ?,ENTY
Where did the name root beer come from ?,DESC
What city 's the kickoff point for climbs of LOC ?,LOC
What is the average salary of a paleontologist ?,NUM
Where is the largest post office building in the world ?,LOC
Who is currently the most popular singer in the world ?,HUM
Who was the ORDINAL animal into space ?,ENTY
What is the correct way to mount a roll of toilet paper ?,ENTY
What PERSON novel features scientists held captive in the submarine PRODUCT ?,ENTY
Why is ORG 's DATE called DATE ?,DESC
What 's the state motto of GPE ?,DESC
What function does homeostasis have on the existence of an organism ?,DESC
"What company started out making pies , and wound up manufacturing plastic throwing toys ?",HUM
What does the acronym ORG mean ?,ABBR
The NORP alphabet is called what ?,ENTY
What are GPE ?,DESC
How many endangered species are there in the world ?,NUM
Which large GPE city had the highest murder rate for DATE ?,LOC
"Who was the bandleader mentor of PERSON with whom she cowrote `` PRODUCT , A-Tasket '' ?",HUM
Who invented basketball ?,HUM
How has TV affected our society ?,DESC
When was the last major eruption of LOC ?,NUM
What was the name of PERSON club in GPE ?,HUM
What ORG agency registers trademarks ?,HUM
What is osmosis ?,DESC
What format was the major competition of ORG ?,ENTY
What hockey player did PERSON joke he would swap GPE for ?,HUM
What is the world 's deadliest infectious disease ?,ENTY
Which infectious disease is the world 's deadliest ?,ENTY
"What President was buried at his ancestral home overlooking LOC at FAC , GPE ?",HUM
How much did the ORDINAL PERSON doll sell for in DATE ?,NUM
What country was General PERSON in when he was recalled by President Truman ?,LOC
What are the CARDINAL most popular Usenet groups ?,HUM
What are the CARDINAL deadly sins ?,DESC
"What is the latitude and longitude of GPE , Texas ?",NUM
What does the name PERSON mean ?,DESC
What is the nature of snow and how is the formation of snow different from that of ice ?,DESC
How many head injuries are there in recreational ice skating DATE ?,NUM
A normal human pregnancy lasts how many months ?,NUM
What kind of sports team is ORG ?,ENTY
What impenetrable system of NORP fortifications was built along the German frontier before EVENT ?,ENTY
What are new computer games for LAW or DATE ?,ENTY
Who domesticated the wild turkey ?,HUM
How can I get someone 's phone number if I only have their screen name ?,DESC
What NORP race sees the winner of its mountain stage awarded a jersey with large red polka dots ?,ENTY
What country does PERSON come from ?,LOC
What 's the motto of ORG ?,DESC
What CARDINAL NORP countries are joined by ORG ?,LOC
What movie did PERSON direct in DATE ?,ENTY
What kind of creatures are the GPE named for ?,ENTY
What was the name of the GPE helicopter pilot shot down over North Korea ?,HUM
What 's a male `` cuckquean '' ?,DESC
"What are the factors leading to the high teen pregnancy rate in GPE , South Carolina ?",DESC
"Name the designer of the shoe that spawned CARDINAL of plastic imitations , known as ` jellies ' .",HUM
What does ORG stand for ?,ABBR
Why are ice cream sundaes called sundaes ?,DESC
What 's the singular of dice ?,ENTY
Who is ORG brother ?,HUM
"What CARDINAL-hour cold medicine uses the formula `` DATE , DATE , CARDINAL '' in its ads ?",ENTY
What was the ORDINAL video ever made ?,ENTY
What 's the favorite food of dragonflies ?,ENTY
What king boycotted PERSON wedding ?,HUM
What does PERSON do for a living ?,HUM
What was the nickname of model PERSON ?,HUM
Where is ORG ?,LOC
What 's distinctive about a palmiped 's feet ?,DESC
In CARDINAL the papal court was forced to move from GPE to where ?,LOC
What is DATE ?,NUM
What is goulash ?,DESC
What capital is built around LOC which contains soldiers and sailors monument ?,LOC
Name the men 's cologne that is associated with the sea .,ENTY
How does a parachute work ?,DESC
What is the ORDINAL book of ORG ?,ENTY
How many of them are in sub-Saharan LOC ?,NUM
"What is the history of ORG , the NORP slave and gladiator ?",DESC
What famed wall supports the GPE turret ?,LOC
"Who portrayed PERSON in the television show , `` Jake and the PERSON '' ?",HUM
What is object-oriented design ?,DESC
What does PERSON mean ?,DESC
What is form drag ?,DESC
Who were PERSON dogs ?,ENTY
Where are good science sites on the Internet ?,LOC
What woman was ORG 's Man of the Year for DATE ?,HUM
What currents affect the area of GPE and PERSON in LOC ?,DESC
Who wrote WORK_OF_ART ?,HUM
Who designed FAC ?,HUM
"How many miles are there between GPE , Israel and Memphis , Tennessee ?",NUM
How many flavors of ice cream does PERSON have ?,NUM
What weapon did the crossed slits in LANGUAGE castles accommodate ?,ENTY
How can I stop or slow down aging ?,DESC
Where are the busiest ORG rail stations in the GPE ?,LOC
How many freckles does PERSON have on his face ?,NUM
"How does Cos Cob , CT get its name ?",DESC
Who was considered to be the father of psychology ?,HUM
How did ORG President gain his powers on the animated series ?,DESC
How tall was the animated GPE ?,NUM
What are values ?,DESC
What is the population of GPE ?,NUM
Name an NORP made motorcycle .,ENTY
Where was the largest concentration camp in EVENT ?,LOC
How much did GPE cost when bought from Russia ?,NUM
How many events make up the decathlon ?,NUM
What causes blue balls ?,DESC
What were the ORDINAL bodies visited by spacecraft ?,LOC
Who succeeded PERSON as ORDINAL secretary of ORG ?,HUM
Who was chosen to be the ORDINAL black chairman of the military ORG ?,HUM
Name of the lady the Great Gatsby pines for ?,HUM
What does a chef coddle eggs in ?,ENTY
How many bails are there in a cricket wicket ?,NUM
What city was PERSON assassinated in ?,LOC
"What celebrity couple , when going through a divorce , divided their toilet paper into CARDINAL equal piles ?",HUM
Where 's the Bernini-Bristol Hotel ?,LOC
Who said `` What contemptible scoundrel stole the cork from my lunch ? '',HUM
What is the capital of GPE ?,LOC
What kind of company is ORG ?,HUM
How many letters appear with the numbers CARDINAL to 9 on a telephone dial ?,NUM
What were the ORDINAL CARDINAL cities to have a population of more than a million ?,LOC
How did DATE get there name ?,DESC
What scale measures earthquakes ?,ENTY
What is a glory hole ?,DESC
What kind of education would you need to become an athletic trainer for the ORG ?,ENTY
What are the major companies that are part of ORG ?,HUM
What college did PERSON play football for ?,HUM
What was the minimum wage in DATE ?,NUM
What country is the biggest producer of tungsten ?,LOC
How does it make its colors ?,DESC
What would happen to GPE if Quebec separated ?,DESC
When is PERSON concert coming to the E center in GPE ?,NUM
What is ` Last Chance for Animals ' ?,DESC
What NORP country abandoned postage stamps in DATE because printing them cost more than their face value ?,LOC
What is the weather like on the moon ?,DESC
Who was the ORDINAL GPE President ?,HUM
"What is the main language of GPE , Brazil ?",ENTY
How much did ORG try to sell its vacuum products division to the BOC group for ?,NUM
What is the abbreviation of ORG ?,ABBR
How many people hike ?,NUM
What are boxcars ?,DESC
How do I keep cats out of my flower garden for good ?,DESC
Who played PERSON in the film West Side Story ?,HUM
What is a common anti-AIDS drug ?,ENTY
Who bestowed great power upon Captain GPE ?,HUM
How can you tell when figs are ripe ?,DESC
How do I love thee ?,DESC
Which type of soda has the greatest amount of caffeine ?,ENTY
What nationality is a NORP ?,LOC
What is the most common boy 's or girl 's name ?,HUM
"Who was the accused in WORK_OF_ART , which opened Janurary DATE ?",HUM
What color was the hundred billionth crayon made by ORG ?,ENTY
What soft drink tells us to `` Go Hawaiian '' ?,ENTY
How does a hydroelectric dam work ?,DESC
What is the oldest building in GPE ?,LOC
What is the GPE state animal ?,ENTY
How many people died on GPE highways in DATE ?,NUM
What are binomial coefficients ?,DESC
What was The Living Room War ?,DESC
What are some translations of the phrase `` Thank-you '' ?,ENTY
What is President PERSON 's birthdate ?,NUM
What is `` the great NORP family cereal '' ?,ENTY
"What was PERSON doing to earn $MONEY , 000 in DATE ?",DESC
How many people died in EVENT ?,NUM
What year did GPE become a state ?,NUM
When was the GPE dissolved ?,NUM
Why are there letters on the telephone ? Why are there no Q or Z ?,DESC
What NORP city was once called ORG ?,LOC
Who did the CARDINAL Mules block for ?,HUM
What is the world 's largest distilling company ?,HUM
"What 's the name of the actress who starred in the movie , `` WORK_OF_ART ?",HUM
Where is one 's corpus callosum found ?,LOC
Who did ORG defeat at GPE and Auerstadt ?,HUM
What household products are there for adult acne ?,ENTY
What NORP prime minister and GPE president were ORDINAL cousins once-removed ?,HUM
What is the most expensive car in the world ?,ENTY
What is an Angelus ?,DESC
How many objects orbit the LOC ?,NUM
What was the tragedy that struck the city of GPE in DATE ?,ENTY
What 's the oldest capital city in the LOC ?,LOC
What PERSON novel dealt with the NORP capture of GPE ?,ENTY
"What is the location of GPE , Scotland ?",LOC
How many muscles does the average adult use when going for a walk ?,NUM
How long do you have to live in a community to vote ?,NUM
What was the name of the ORG 's captain ?,HUM
Name of heroine in `` Scruples '' ?,HUM
How big is the ORG vineyard ?,NUM
ORG was a native of what country ?,LOC
What makes sperm ?,DESC
How do I know how much money to save for retirement ?,DESC
What does the dot on the letter i mean ?,DESC
Who wrote The Godfather ?,HUM
What is the origin of the term soda jerk ?,DESC
What is the frequency of ORG ?,NUM
What sport does PERSON play ?,ENTY
What island was the target of the GPE 's ORG ?,LOC
What is a fear of robbers ?,ENTY
What PERSON novel is about the doomed survivors of a nuclear war ?,ENTY
What is the cause of endangered species ?,DESC
Which of the following TV newsmen was a PERSON scholar ?,HUM
What did PERSON wear on his forehead in GPE comics ?,ENTY
What is the softest part of the body ?,ENTY
What QUANTITY temperance advocate wielded her hatchet on saloons ?,HUM
How many islands does GPE have ?,NUM
What line divided the LOC and South in the U.S. Civil War ?,ENTY
What is the definition of cecum ?,DESC
Who invented volleyball ?,HUM
What 's the most powerful country in the world ?,LOC
How do I do this ?,DESC
Name a ballet company PERSON has danced for ?,HUM
Who led the NORP to victory in LOC ?,HUM
What is the origin of the word `` Teddy bear '' ?,DESC
What percentage of the world 's plant and animal species can be found in the ORG forests ?,NUM
"What 's the name of the star of the cooking show , `` WORK_OF_ART ?",HUM
Who invented the horoscope ?,HUM
What nutrients are for healthy bones and teeth ?,ENTY
What are PRODUCT companies ?,DESC
What is the difference between ORG and GPE ?,DESC
What king was forced to agree to ORG ?,HUM
How many electoral college votes does GPE have ?,NUM
What were PERSON NORP names ?,HUM
How many bottles of wine were prisoners in the GPE allowed per day ?,NUM
Where do lobsters like to live ?,LOC
"Who was the ORDINAL elected mayor of GPE , D.C. ?",HUM
What are the wolverine habits ?,ENTY
How do you fix squeaky floors ?,DESC
When was the Big Thompson flood ?,NUM
What good are mosquitoes ?,DESC
How do you get bubblegum out of carpet ?,DESC
"What 's played at FAC , GPE , every May ?",ENTY
"Who wrote the sci-fi trilogy ORG and GPE , and Second Foundation ?",HUM
How many hours of work does it take a typist to complete a CARDINAL-page screenplay ?,NUM
What is PERSON real name ?,HUM
What is ORG ?,DESC
What CARDINAL cities usually mark the extremes of NORP Channel swims ?,LOC
How many times does the tide ebb and flow each day ?,NUM
Who invented television ?,HUM
What are tannins ?,DESC
How does ORG manufacture PERSON ?,DESC
What was PERSON theme song ?,ENTY
Name the person who burst through the screen in the Lite beer commercials .,HUM
What delicacy is known indelicately as pickled roe ?,ENTY
What after-dinner treat was invented in DATE at the PERSON noodle factory in GPE ?,ENTY
What GPE vice-president killed PERSON in a duel ?,HUM
What 's the GPE equivalent of QUANTITY centigrade ?,NUM
How many muscles does an oyster have ?,NUM
"What card game derived its name from biritch , or ORG ?",ENTY
Who wrote `` Much Ado About Nothing '' ?,HUM
What is the collective GPE for NORP ?,ENTY
What personality traits are PERSON said to have ?,DESC
Where can I get information concerning child custody files for ORG ?,LOC
What was PERSON DATE campaign song ?,ENTY
What GPE Senator won a seat that had been held by his father and mother ?,HUM
What hymn did PERSON get his title WORK_OF_ART from ?,ENTY
What invention does the principle of conservation of energy make impossible ?,ENTY
What 's the highest-ranking suit in bridge ?,ENTY
Who won Oscars for her roles in Gone with the Wind and A Streetcar Named Desire ?,HUM
What writer is famous for physically putting himself into the center of his subject matter ?,HUM
Who 's the lead singer of the GPE band ?,HUM
"In PERSON 's `` Two Years Before the LOC , '' what seafarers lived in an abandoned oven on the beach at GPE ?",HUM
Who plays the cop in the movie `` Kindergarten Cop '' ?,HUM
How many characters makes up a word for typing test purposes ?,NUM
What non-mechanical sport achieves the highest speeds ?,ENTY
What was the DATE annual salary for a boilermaker ?,NUM
"Who created PERSON , a survivor of the GPE firestorm ?",HUM
"What indoor sport saw PRODUCT become LAW on DATE , when the temperature hit QUANTITY ?",ENTY
What country saw the origin of EVENT ?,LOC
Who is the richest woman in the world ?,HUM
Where can I take a test that will tell me what I should be when I grow up ?,LOC
What caused the death of PERSON ?,DESC
"What 's Mrs. PERSON 's job on TV 's Upstairs , Downstairs ?",HUM
What DATE newspaper will `` help you see clearer across the USA '' ?,ENTY
What lake in GPE is said to hold one or more monsters ?,LOC
Who were the DATE PERSON winners ?,HUM
What kind of business is ORG ?,HUM
What is ORG ?,DESC
"What is the name of the rare neurological disease with symptoms such as : involuntary movements , tics , swearing , and incoherent vocalizations , grunts , shouts , etc. ?",ENTY
What do river otters eat ?,ENTY
"Who wrote the book , `` WORK_OF_ART ?",HUM
Who would you use the NORP maneuver on ?,HUM
What famed library can you reach by dialing CARDINAL-287-5 ?,LOC
What CARDINAL-time winner of the GPE Derby lost his ORDINAL 25 races ?,ENTY
What did PERSON discover ?,ENTY
What is PERSON 's law ?,DESC
Where can I get a complete listing of showtimes in my area ?,LOC
Where 's GPE ?,LOC
What is usenet for the Internet ?,DESC
What are field effect transistors ?,DESC
What was the killer whale who died at FAC of a fungal infection named ?,ENTY
What is witch hazel ?,DESC
What is state tree of GPE ?,ENTY
Where is PERSON ?,LOC
Why is GPE named GPE ?,DESC
What CARDINAL colors of ink are used to print a GPE dollar bill ?,ENTY
What exactly is the purpose of the anteater ?,DESC
What is the correct way to use `` may '' vs. `` might '' ?,ENTY
What NORP city boasts the biggest Polish population ?,LOC
"What radio , TV and movie character did PERSON and William Bendix play ?",HUM
"Where is it planned to berth the merchant ship , WORK_OF_ART , which ORG veterans are converting into a floating museum ?",LOC
What does a pedometer measure ?,ENTY
What is PERSON age ?,NUM
How many CARDINAL of students attend ORG ?,NUM
Name the ORG majority leader and the Speaker of the House .,HUM
What name did football 's GPE NORP adopt in DATE ?,HUM
What female suspect in the game of ORG is single ?,HUM
Who owns ORG ?,HUM
About how many NORP are still unaccounted for from EVENT ?,NUM
What is the chemical reactivity of neon ?,NUM
What is an auto-commentary ?,DESC
What is the oldest website on the Internet ?,LOC
What is deconstructionism ?,DESC
What did PERSON say that got him arrested ?,DESC
What newspaper returned WORK_OF_ART for the fraudulent story PERSON 's World ?,ENTY
What is a fear of speaking ?,ENTY
What was PERSON 's favorite movie ?,ENTY
Why do airliners crash vs. gliding down ?,DESC
What are those little blue reflectors in the middle of the road for ?,DESC
"What member of ORG has an on-again , off-again sweetheart in PERSON ?",HUM
How is saline used in medicine ?,DESC
"What is the name of the ` female ' counterpart to ORG , which results in cooling temperatures and very dry weather ?",ENTY
"What incident of DATE did NORP Nazis use to justify emergency decrees , imprisoning opponents and vesting more power in themselves ?",ENTY
What country are you visiting if you land at President PERSON ?,LOC
What attorney-general ordered the closing of GPE ?,HUM
What is the capital of GPE ?,LOC
What is the text of LAW ?,DESC
What is a country that starts with the letter x ?,LOC
What countries earn the most from tourism ?,LOC
What is the Internet2 ?,DESC
Which city in GPE has the largest number of foreign financial companies ?,LOC
When are ORG in DATE ?,NUM
Who was the prophet of the NORP people ?,HUM
What is the most common name ?,HUM
Who was the oldest GPE president ?,HUM
"What common plant has a button , cap , cup , gills , and ring ?",ENTY
When was GPE 's ORDINAL concrete house built ?,NUM
What is the Milky Way ?,DESC
What is Remembrance Day all about ?,DESC
What food did PERSON introduce into GPE from the court of Kubla Khan ?,ENTY
What diamond producer controls PERCENT of the world 's diamonds ?,HUM
Who is the prophet of the religion of ORG ?,HUM
Who portrayed PERSON in the film From Here to Eternity ?,HUM
Where are zebras most likely found ?,LOC
What are the odds of giving birth to twins ?,NUM
"What is the best place to live in the world , considering climate , civilization ?",LOC
What is meant by `` capital market '' ?,DESC
"In My GPE , how is Mr. PERSON out of place on the farm ?",DESC
What ship did PERSON command ?,ENTY
Name a medicine commonly used to combat AIDS ?,ENTY
What is the difference between hair and fur ?,DESC
What is the difference between love and infatuation ?,DESC
Name the cartoon genie conjured by the magic ring shared by PERSON and Chuck .,HUM
What foods contain vitamin ORG ?,ENTY
What is the amount of money owed for illegally having a dog on a beach ?,NUM
What are the ORDINAL and last letters of the NORP alphabet ?,ENTY
What is the web address at which I can find the e-mail address of a member of ORG ?,LOC
How big is the largest diamond ?,NUM
What are some ways to help someone with Chicken Pox ?,ENTY
How do I find out the exact time of a sunset for DATE ?,DESC
